Season,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player
23/24,Premier League,Manchester City,2,4,1,-,3,2,1,1,-,14,Erling Haaland
22/23,Premier League,Manchester City,3,6,8,-,6,8,3,2,-,36,Erling Haaland
22/23,Champions League,Manchester City,1,3,1,1,3,1,2,-,-,12,Erling Haaland
22/23,FA Cup,Manchester City,-,-,2,-,1,-,-,-,-,3,Erling Haaland
22/23,EFL Cup,Manchester City,1,-,-,-,-,-,-,-,-,1,Erling Haaland
21/22,Bundesliga,Borussia Dortmund,1,3,4,1,3,4,4,2,-,22,Erling Haaland
21/22,DFB-Pokal,Borussia Dortmund,-,1,1,-,2,-,-,-,-,4,Erling Haaland
21/22,Champions League,Borussia Dortmund,-,-,-,1,-,1,1,-,-,3,Erling Haaland
20/21,Bundesliga,Borussia Dortmund,5,2,4,-,3,5,8,-,-,27,Erling Haaland
20/21,DFB-Pokal,Borussia Dortmund,-,1,-,-,-,-,1,-,1,3,Erling Haaland
20/21,Champions League,Borussia Dortmund,-,3,3,-,2,1,-,1,-,10,Erling Haaland
20/21,DFL-Supercup,Borussia Dortmund,-,-,-,-,1,-,-,-,-,1,Erling Haaland
19/20,Bundesliga,Borussia Dortmund,-,3,-,-,2,2,4,2,-,13,Erling Haaland
19/20,Champions League,Borussia Dortmund,-,-,-,-,-,1,1,-,-,2,Erling Haaland
19/20,DFB-Pokal,Borussia Dortmund,-,-,-,-,-,1,-,-,-,1,Erling Haaland
19/20,Bundesliga,Red Bull Salzburg,2,3,3,-,2,1,5,-,-,16,Erling Haaland
19/20,Champions League,Red Bull Salzburg,2,-,3,-,1,1,1,-,-,8,Erling Haaland
19/20,ÖFB-Cup,Red Bull Salzburg,-,-,1,-,-,1,2,-,-,4,Erling Haaland
18/19,Bundesliga,Red Bull Salzburg,1,-,-,-,-,-,-,-,-,1,Erling Haaland
18/19,Europa League Qualifying,Molde FK,1,-,1,-,-,-,2,-,-,4,Erling Haaland
2018,Eliteserien,Molde FK,6,2,1,-,2,-,1,-,-,12,Erling Haaland
2017,Eliteserien,Molde FK,-,-,-,-,-,-,2,-,-,2,Erling Haaland
2017,NM-Cup,Molde FK,-,-,-,-,1,1,-,-,-,2,Erling Haaland
23/24,Europa League,AS Roma,1,3,-,-,-,1,-,-,-,5,Romelu Lukaku
23/24,Serie A,AS Roma,1,2,-,-,1,1,1,1,-,7,Romelu Lukaku
22/23,Serie A,Inter Milan,2,1,1,-,1,1,4,-,-,10,Romelu Lukaku
22/23,Champions League,Inter Milan,-,-,-,-,-,-,3,-,-,3,Romelu Lukaku
22/23,Italy Cup,Inter Milan,-,-,-,-,-,-,-,1,-,1,Romelu Lukaku
21/22,Premier League,Chelsea FC,2,1,-,-,3,-,1,1,-,8,Romelu Lukaku
21/22,FA Cup,Chelsea FC,1,1,-,-,-,-,1,-,-,3,Romelu Lukaku
21/22,Club World Cup,Chelsea FC,-,-,1,-,1,-,-,-,-,2,Romelu Lukaku
21/22,Champions League,Chelsea FC,-,-,-,-,-,2,-,-,-,2,Romelu Lukaku
20/21,Serie A,Inter Milan,3,4,3,-,-,9,4,1,-,24,Romelu Lukaku
20/21,Italy Cup,Inter Milan,-,-,-,-,-,1,-,-,1,2,Romelu Lukaku
20/21,Champions League,Inter Milan,-,-,-,-,1,2,1,-,-,4,Romelu Lukaku
19/20,Europa League,Inter Milan,1,1,1,1,-,-,2,1,-,7,Romelu Lukaku
19/20,Serie A,Inter Milan,2,1,6,-,3,6,2,3,-,23,Romelu Lukaku
19/20,Italy Cup,Inter Milan,1,-,-,-,1,-,-,-,-,2,Romelu Lukaku
19/20,Champions League,Inter Milan,-,-,1,-,-,-,1,-,-,2,Romelu Lukaku
18/19,Champions League,Manchester United,1,1,-,-,-,-,-,-,-,2,Romelu Lukaku
18/19,Premier League,Manchester United,-,1,6,-,2,2,1,-,-,12,Romelu Lukaku
18/19,FA Cup,Manchester United,-,-,-,1,-,-,-,-,-,1,Romelu Lukaku
17/18,Premier League,Manchester United,1,3,2,-,3,3,4,-,-,16,Romelu Lukaku
17/18,FA Cup,Manchester United,1,-,1,-,1,-,1,1,-,5,Romelu Lukaku
17/18,Champions League,Manchester United,1,1,-,-,1,1,1,-,-,5,Romelu Lukaku
17/18,UEFA Super Cup,Manchester United,-,-,-,-,-,1,-,-,-,1,Romelu Lukaku
16/17,Premier League,Everton FC,1,3,2,1,4,4,7,3,-,25,Romelu Lukaku
16/17,FA Cup,Everton FC,-,-,-,-,-,1,-,-,-,1,Romelu Lukaku
15/16,FA Cup,Everton FC,-,-,-,-,-,-,3,-,-,3,Romelu Lukaku
15/16,Premier League,Everton FC,3,3,4,1,4,1,2,-,-,18,Romelu Lukaku
15/16,EFL Cup,Everton FC,-,1,-,-,-,-,2,-,1,4,Romelu Lukaku
14/15,Premier League,Everton FC,3,2,1,-,3,-,-,1,-,10,Romelu Lukaku
14/15,Europa League,Everton FC,-,4,2,-,1,-,1,-,-,8,Romelu Lukaku
14/15,FA Cup,Everton FC,-,-,-,-,-,-,-,1,1,2,Romelu Lukaku
13/14,Premier League,Everton FC,1,1,2,-,3,4,4,-,-,15,Romelu Lukaku
13/14,FA Cup,Everton FC,-,-,1,-,-,-,-,-,-,1,Romelu Lukaku
12/13,Premier League,West Bromwich Albion,-,1,2,1,3,4,5,1,-,17,Romelu Lukaku
11/12,Reserve League,Chelsea FC Reserves,2,2,-,-,3,-,-,-,-,7,Romelu Lukaku
11/12,Jupiler Pro League,RSC Anderlecht,-,-,1,-,-,-,1,-,-,2,Romelu Lukaku
10/11,Jupiler Pro League Champions' Play-Offs,RSC Anderlecht,-,-,1,-,-,2,1,-,-,4,Romelu Lukaku
10/11,Jupiler Pro League,RSC Anderlecht,-,2,4,1,2,1,2,-,-,12,Romelu Lukaku
10/11,Europa League,RSC Anderlecht,-,-,-,-,-,1,-,-,-,1,Romelu Lukaku
10/11,Champions League Qu.,RSC Anderlecht,-,-,-,-,-,3,-,-,-,3,Romelu Lukaku
09/10,Jupiler Pro League,RSC Anderlecht,3,-,3,1,3,2,2,1,-,15,Romelu Lukaku
09/10,Europa League,RSC Anderlecht,2,1,1,-,-,-,-,-,-,4,Romelu Lukaku
08/09,Viareggio Cup,RSC Anderlecht U19,-,-,-,-,1,-,-,-,-,1,Romelu Lukaku
2023,MLS,Los Angeles FC,-,1,-,-,-,-,-,-,,1,Giorgio Chiellini
19/20,Serie A,Juventus FC,-,1,-,-,-,-,-,-,,1,Giorgio Chiellini
18/19,Serie A,Juventus FC,-,-,-,-,-,1,-,-,,1,Giorgio Chiellini
16/17,Champions League,Juventus FC,-,-,-,-,1,-,-,-,,1,Giorgio Chiellini
16/17,Supercoppa Italiana,Juventus FC,-,1,-,-,-,-,-,-,,1,Giorgio Chiellini
16/17,Serie A,Juventus FC,1,-,-,-,-,-,1,-,,2,Giorgio Chiellini
15/16,Serie A,Juventus FC,-,-,-,-,-,-,1,-,,1,Giorgio Chiellini
14/15,Italy Cup,Juventus FC,1,-,-,-,-,-,-,-,,1,Giorgio Chiellini
13/14,Serie A,Juventus FC,-,-,-,-,1,1,1,-,,3,Giorgio Chiellini
13/14,Supercoppa Italiana,Juventus FC,-,-,-,-,1,-,-,-,,1,Giorgio Chiellini
12/13,Serie A,Juventus FC,1,-,-,-,-,-,-,-,,1,Giorgio Chiellini
11/12,Serie A,Juventus FC,-,-,-,-,-,2,-,-,,2,Giorgio Chiellini
10/11,Serie A,Juventus FC,1,-,-,-,1,-,-,-,,2,Giorgio Chiellini
10/11,Europa League,Juventus FC,-,-,-,1,1,-,-,-,,2,Giorgio Chiellini
09/10,Serie A,Juventus FC,1,1,2,-,-,-,-,-,,4,Giorgio Chiellini
09/10,Champions League,Juventus FC,-,-,-,-,1,-,-,-,,1,Giorgio Chiellini
08/09,Serie A,Juventus FC,-,-,2,-,-,1,1,-,,4,Giorgio Chiellini
08/09,Champions League Qu.,Juventus FC,-,-,1,-,-,-,-,-,,1,Giorgio Chiellini
07/08,Serie A,Juventus FC,1,-,-,-,-,-,2,-,,3,Giorgio Chiellini
06/07,Serie B,Juventus FC,-,-,2,-,1,-,-,-,,3,Giorgio Chiellini
06/07,Italy Cup,Juventus FC,-,1,-,-,-,-,-,-,,1,Giorgio Chiellini
04/05,Serie A,ACF Fiorentina,-,-,1,-,1,-,1,-,,3,Giorgio Chiellini
03/04,Serie B,AS Livorno,1,2,-,-,1,-,-,-,,4,Giorgio Chiellini
2023,Série A,Grêmio Foot-Ball Porto Alegrense,1,2,1,-,5,7,1,-,-,17,Luis Suárez
2023,Copa do Brasil,Grêmio Foot-Ball Porto Alegrense,-,-,-,-,1,-,1,-,-,2,Luis Suárez
2023,Gauchão - Fase Final,Grêmio Foot-Ball Porto Alegrense,1,-,-,-,-,1,-,-,-,2,Luis Suárez
2023,Campeonato Gaúcho,Grêmio Foot-Ball Porto Alegrense,-,-,-,-,-,1,4,-,-,5,Luis Suárez
2022,Playoffs Primera Division,Club Nacional,-,-,-,-,1,-,-,-,1,2,Luis Suárez
2022,Primera División Clausura,Club Nacional,-,1,1,-,2,1,1,-,-,6,Luis Suárez
21/22,LaLiga,Atlético de Madrid,-,-,2,-,3,2,3,1,-,11,Luis Suárez
21/22,Copa del Rey,Atlético de Madrid,-,-,1,-,-,-,-,-,-,1,Luis Suárez
21/22,Champions League,Atlético de Madrid,-,-,-,-,-,-,-,1,-,1,Luis Suárez
20/21,LaLiga,Atlético de Madrid,2,2,3,-,7,1,4,2,-,21,Luis Suárez
19/20,Champions League,FC Barcelona,-,1,-,1,2,-,1,-,-,5,Luis Suárez
19/20,LaLiga,FC Barcelona,-,3,3,-,4,4,2,-,-,16,Luis Suárez
18/19,Champions League,FC Barcelona,-,1,-,-,-,-,-,-,-,1,Luis Suárez
18/19,LaLiga,FC Barcelona,1,2,3,-,2,4,4,3,-,19,Luis Suárez
18/19,Copa del Rey,FC Barcelona,-,-,-,-,1,1,1,-,-,3,Luis Suárez
17/18,LaLiga,FC Barcelona,4,3,2,-,4,7,5,-,-,25,Luis Suárez
17/18,Copa del Rey,FC Barcelona,2,-,2,-,-,1,-,-,-,5,Luis Suárez
17/18,Champions League,FC Barcelona,-,-,-,-,-,-,1,-,-,1,Luis Suárez
16/17,LaLiga,FC Barcelona,1,5,6,-,6,7,3,-,-,28,Luis Suárez
16/17,Champions League,FC Barcelona,1,-,-,-,-,1,1,-,-,3,Luis Suárez
16/17,Copa del Rey,FC Barcelona,1,-,2,-,-,1,-,-,-,4,Luis Suárez
16/17,Supercopa,FC Barcelona,-,-,-,-,1,-,-,-,-,1,Luis Suárez
15/16,LaLiga,FC Barcelona,3,4,4,-,9,9,10,1,-,40,Luis Suárez
15/16,Champions League,FC Barcelona,1,1,1,-,1,3,1,-,-,8,Luis Suárez
15/16,Copa del Rey,FC Barcelona,2,-,-,-,1,-,2,-,-,5,Luis Suárez
15/16,Club World Cup,FC Barcelona,-,-,1,-,2,2,-,-,-,5,Luis Suárez
15/16,UEFA Super Cup,FC Barcelona,-,-,-,-,1,-,-,-,-,1,Luis Suárez
14/15,Champions League,FC Barcelona,-,3,-,-,-,2,2,-,-,7,Luis Suárez
14/15,LaLiga,FC Barcelona,2,2,2,1,5,1,1,2,-,16,Luis Suárez
14/15,Copa del Rey,FC Barcelona,-,-,1,-,-,1,-,-,-,2,Luis Suárez
13/14,Premier League,Liverpool FC,4,8,5,-,6,2,5,1,-,31,Luis Suárez
12/13,Premier League,Liverpool FC,3,5,3,-,6,4,-,2,-,23,Luis Suárez
12/13,Europa League,Liverpool FC,-,1,-,-,1,1,-,-,-,3,Luis Suárez
12/13,FA Cup,Liverpool FC,-,1,-,-,1,-,-,-,-,2,Luis Suárez
12/13,EFL Cup,Liverpool FC,-,-,-,-,-,-,1,-,-,1,Luis Suárez
12/13,Europa League Qualifying,Liverpool FC,-,-,-,-,-,-,1,-,-,1,Luis Suárez
11/12,Premier League,Liverpool FC,1,2,1,-,2,-,5,-,-,11,Luis Suárez
11/12,FA Cup,Liverpool FC,-,1,-,-,-,1,1,-,-,3,Luis Suárez
11/12,EFL Cup,Liverpool FC,-,1,-,-,1,-,1,-,-,3,Luis Suárez
10/11,Premier League,Liverpool FC,-,-,-,-,-,2,2,-,-,4,Luis Suárez
10/11,KNVB beker,Ajax Amsterdam,-,-,-,-,-,-,1,-,-,1,Luis Suárez
10/11,Champions League,Ajax Amsterdam,-,-,1,-,-,-,-,-,-,1,Luis Suárez
10/11,Eredivisie,Ajax Amsterdam,1,-,2,-,2,-,2,-,-,7,Luis Suárez
10/11,Champions League Qu.,Ajax Amsterdam,1,-,1,-,1,-,-,-,-,3,Luis Suárez
09/10,KNVB beker,Ajax Amsterdam,1,1,1,-,2,-,3,-,-,8,Luis Suárez
09/10,Eredivisie,Ajax Amsterdam,6,2,5,1,3,7,9,2,-,35,Luis Suárez
09/10,Europa League,Ajax Amsterdam,2,-,-,-,-,-,-,-,-,2,Luis Suárez
09/10,Europa League Qualifying,Ajax Amsterdam,-,-,1,-,-,1,2,-,-,4,Luis Suárez
08/09,Eredivisie,Ajax Amsterdam,3,4,3,-,3,5,4,-,-,22,Luis Suárez
08/09,UEFA Cup,Ajax Amsterdam,-,-,3,-,-,-,-,2,-,5,Luis Suárez
08/09,KNVB beker,Ajax Amsterdam,-,-,-,-,-,1,-,-,-,1,Luis Suárez
07/08,Play-Offs Conference League,Ajax Amsterdam,-,-,1,-,-,1,-,-,-,2,Luis Suárez
07/08,Eredivisie,Ajax Amsterdam,1,2,8,-,3,2,1,-,-,17,Luis Suárez
07/08,KNVB beker,Ajax Amsterdam,-,-,-,-,-,1,1,-,-,2,Luis Suárez
07/08,Champions League Qu.,Ajax Amsterdam,-,-,1,-,-,-,-,-,-,1,Luis Suárez
06/07,Play-Offs Conference League,FC Groningen,1,-,-,-,1,-,1,-,-,3,Luis Suárez
06/07,Eredivisie,FC Groningen,-,-,2,-,2,3,3,-,-,10,Luis Suárez
06/07,KNVB beker,FC Groningen,-,-,-,-,1,-,-,-,-,1,Luis Suárez
06/07,UEFA Cup,FC Groningen,-,-,-,-,-,-,-,1,-,1,Luis Suárez
20/21,Europa League,AC Milan,-,-,-,-,-,-,-,1,,1,Simon Kjær
17/18,LaLiga,Sevilla FC,-,-,1,-,-,-,1,-,,2,Simon Kjær
17/18,Champions League,Sevilla FC,-,1,-,-,-,-,-,-,,1,Simon Kjær
16/17,Europa League,Fenerbahce,-,-,-,-,-,1,-,1,,2,Simon Kjær
16/17,Süper Lig,Fenerbahce,-,1,-,-,-,-,-,-,,1,Simon Kjær
15/16,Süper Lig,Fenerbahce,-,1,-,-,-,-,1,-,,2,Simon Kjær
14/15,Coupe de la Ligue,LOSC Lille,-,-,-,-,-,1,-,-,,1,Simon Kjær
14/15,Europa League,LOSC Lille,-,-,-,-,-,1,-,-,,1,Simon Kjær
14/15,Ligue 1,LOSC Lille,-,-,-,-,-,1,-,-,,1,Simon Kjær
13/14,Coupe de France,LOSC Lille,-,1,-,-,-,-,-,-,,1,Simon Kjær
12/13,Bundesliga,VfL Wolfsburg,-,-,-,-,-,2,-,-,,2,Simon Kjær
10/11,Bundesliga,VfL Wolfsburg,-,-,-,-,-,-,1,-,,1,Simon Kjær
09/10,Serie A,US Palermo,-,-,1,-,-,1,-,-,,2,Simon Kjær
08/09,Serie A,US Palermo,-,-,2,-,1,-,-,-,,3,Simon Kjær
07/08,Viareggio Cup,FC Midtjylland U19,-,-,-,-,1,-,-,-,,1,Simon Kjær
22/23,Premier League,Chelsea FC,1,1,-,-,-,1,-,-,,3,Mason Mount
21/22,Premier League,Chelsea FC,3,2,2,-,1,1,1,1,,11,Mason Mount
21/22,FA Cup,Chelsea FC,-,-,-,-,-,-,1,-,,1,Mason Mount
21/22,Champions League,Chelsea FC,1,-,-,-,-,-,-,-,,1,Mason Mount
20/21,Champions League,Chelsea FC,-,-,1,-,-,-,1,-,,2,Mason Mount
20/21,Premier League,Chelsea FC,-,-,2,-,2,1,1,-,,6,Mason Mount
20/21,FA Cup,Chelsea FC,-,1,-,-,-,-,-,-,,1,Mason Mount
19/20,Premier League,Chelsea FC,2,2,-,1,1,-,-,1,,7,Mason Mount
19/20,FA Cup,Chelsea FC,-,-,-,-,1,-,-,-,,1,Mason Mount
18/19,Championship Play-Offs,Derby County,-,-,-,-,1,-,-,-,,1,Mason Mount
18/19,Championship,Derby County,-,1,1,2,3,-,1,-,,8,Mason Mount
18/19,EFL Cup,Derby County,-,-,-,-,-,1,1,-,,2,Mason Mount
17/18,Play-Offs Conference League,Vitesse Arnhem,-,-,3,-,1,1,-,-,,5,Mason Mount
17/18,Eredivisie,Vitesse Arnhem,-,1,1,-,1,5,1,-,,9,Mason Mount
16/17,U18 PL - Final Stage,Chelsea FC U18,-,-,-,-,-,1,-,-,,1,Mason Mount
16/17,Premier League 2,Chelsea FC U23,1,-,-,-,-,1,2,-,,4,Mason Mount
16/17,FA Youth Cup,Chelsea FC U18,-,-,-,-,-,1,-,-,,1,Mason Mount
15/16,FA Youth Cup,Chelsea FC U18,-,-,-,-,1,-,-,-,,1,Mason Mount
23/24,Champions League,Manchester United,-,1,-,-,-,1,-,-,-,2,Bruno Fernandes
23/24,Premier League,Manchester United,-,-,1,-,-,-,1,1,-,3,Bruno Fernandes
22/23,FA Cup,Manchester United,-,-,1,-,-,1,-,1,-,3,Bruno Fernandes
22/23,Premier League,Manchester United,1,-,2,-,2,2,1,-,-,8,Bruno Fernandes
22/23,Europa League,Manchester United,-,-,-,-,1,-,-,-,-,1,Bruno Fernandes
22/23,EFL Cup,Manchester United,-,-,-,-,-,-,2,-,-,2,Bruno Fernandes
21/22,Premier League,Manchester United,2,1,1,1,2,1,1,1,-,10,Bruno Fernandes
20/21,Premier League,Manchester United,3,2,3,-,3,3,3,1,-,18,Bruno Fernandes
20/21,Europa League,Manchester United,1,1,-,-,1,1,1,-,-,5,Bruno Fernandes
20/21,FA Cup,Manchester United,-,-,-,-,-,-,1,-,-,1,Bruno Fernandes
20/21,Champions League,Manchester United,1,2,-,-,-,-,1,-,-,4,Bruno Fernandes
19/20,Europa League,Manchester United,1,1,-,-,-,-,-,-,1,3,Bruno Fernandes
19/20,Premier League,Manchester United,-,2,2,-,2,1,1,-,-,8,Bruno Fernandes
19/20,FA Cup,Manchester United,-,-,-,-,-,-,1,-,-,1,Bruno Fernandes
19/20,Liga Portugal,Sporting CP,-,1,2,-,1,1,2,1,-,8,Bruno Fernandes
19/20,Allianz Cup,Sporting CP,-,-,1,-,-,-,1,-,-,2,Bruno Fernandes
19/20,Europa League,Sporting CP,1,-,2,-,-,2,-,-,-,5,Bruno Fernandes
18/19,Liga Portugal,Sporting CP,3,2,3,-,1,5,4,2,-,20,Bruno Fernandes
18/19,Taça de Portugal,Sporting CP,-,-,2,-,-,3,1,-,-,6,Bruno Fernandes
18/19,Europa League,Sporting CP,-,1,-,1,-,1,-,-,-,3,Bruno Fernandes
18/19,Allianz Cup,Sporting CP,-,1,-,-,1,1,-,-,-,3,Bruno Fernandes
17/18,Liga Portugal,Sporting CP,3,1,1,-,1,2,2,1,-,11,Bruno Fernandes
17/18,Europa League,Sporting CP,-,-,-,-,2,1,-,-,-,3,Bruno Fernandes
17/18,Taça de Portugal,Sporting CP,-,-,-,-,1,-,-,-,-,1,Bruno Fernandes
17/18,Champions League,Sporting CP,-,-,1,-,-,-,-,-,-,1,Bruno Fernandes
16/17,Serie A,UC Sampdoria,1,1,-,-,-,1,1,1,-,5,Bruno Fernandes
15/16,Serie A,Udinese Calcio,1,-,1,-,-,-,1,-,-,3,Bruno Fernandes
14/15,Serie A,Udinese Calcio,-,-,-,-,1,1,1,-,-,3,Bruno Fernandes
14/15,Italy Cup,Udinese Calcio,-,-,1,-,-,-,-,-,-,1,Bruno Fernandes
13/14,Primavera Fase Finale,Udinese Primavera,-,-,-,-,-,-,-,1,-,1,Bruno Fernandes
13/14,Serie A,Udinese Calcio,-,-,1,-,1,2,-,-,-,4,Bruno Fernandes
13/14,Coppa Primavera,Udinese Primavera,-,-,-,-,-,1,-,-,-,1,Bruno Fernandes
12/13,Serie B,Novara Calcio 1908,1,1,-,-,1,-,1,-,-,4,Bruno Fernandes
12/13,Primavera A,Novara Primavera,-,1,-,-,1,-,-,1,-,3,Bruno Fernandes
23/24,Serie A,Inter Milan,2,1,1,-,2,3,5,-,,14,Lautaro Martínez
23/24,Champions League,Inter Milan,-,-,-,-,-,-,2,-,,2,Lautaro Martínez
22/23,Serie A,Inter Milan,3,2,3,-,4,2,6,1,,21,Lautaro Martínez
22/23,Italy Cup,Inter Milan,-,1,1,-,-,-,1,-,,3,Lautaro Martínez
22/23,Champions League,Inter Milan,-,-,-,-,-,3,-,-,,3,Lautaro Martínez
22/23,Supercoppa Italiana,Inter Milan,-,-,-,-,-,-,1,-,,1,Lautaro Martínez
21/22,Serie A,Inter Milan,2,2,4,-,5,4,3,1,,21,Lautaro Martínez
21/22,Italy Cup,Inter Milan,1,-,1,-,-,-,-,-,,2,Lautaro Martínez
21/22,Champions League,Inter Milan,-,-,-,-,-,1,-,-,,1,Lautaro Martínez
21/22,Supercoppa Italiana,Inter Milan,-,-,1,-,-,-,-,-,,1,Lautaro Martínez
20/21,Serie A,Inter Milan,1,2,-,1,6,4,3,-,,17,Lautaro Martínez
20/21,Italy Cup,Inter Milan,1,-,-,-,-,-,-,-,,1,Lautaro Martínez
20/21,Champions League,Inter Milan,-,-,1,-,-,-,-,-,,1,Lautaro Martínez
19/20,Europa League,Inter Milan,-,1,-,-,-,1,-,-,,2,Lautaro Martínez
19/20,Serie A,Inter Milan,3,5,2,-,-,4,-,-,,14,Lautaro Martínez
19/20,Champions League,Inter Milan,2,2,-,-,-,-,1,-,,5,Lautaro Martínez
18/19,Serie A,Inter Milan,1,-,1,-,1,1,1,1,,6,Lautaro Martínez
18/19,Europa League,Inter Milan,-,-,1,-,-,-,-,-,,1,Lautaro Martínez
18/19,Italy Cup,Inter Milan,-,-,-,-,1,1,-,-,,2,Lautaro Martínez
2018,Liga Profesional,Racing Club,2,3,2,1,-,-,4,1,,13,Lautaro Martínez
2018,Libertadores,Racing Club,1,-,3,-,-,1,-,-,,5,Lautaro Martínez
2017,Liga Profesional,Racing Club,1,1,3,-,2,2,-,-,,9,Lautaro Martínez
23/24,LaLiga,FC Barcelona,-,-,-,-,-,-,1,-,,1,Pedri
22/23,LaLiga,FC Barcelona,-,2,2,-,1,1,-,-,,6,Pedri
22/23,Supercopa,FC Barcelona,-,-,-,-,-,1,-,-,,1,Pedri
21/22,LaLiga,FC Barcelona,1,-,-,-,-,2,-,-,,3,Pedri
21/22,Europa League,FC Barcelona,-,-,1,-,-,-,-,-,,1,Pedri
21/22,Copa del Rey,FC Barcelona,-,-,-,-,-,-,-,1,,1,Pedri
20/21,LaLiga,FC Barcelona,1,-,1,-,-,-,1,-,,3,Pedri
20/21,Champions League,FC Barcelona,-,-,-,-,-,-,1,-,,1,Pedri
19/20,LaLiga2,UD Las Palmas,-,1,-,-,-,2,1,-,,4,Pedri
23/24,Premier League,Manchester City,1,-,1,-,-,1,1,-,,4,Phil Foden
23/24,Champions League,Manchester City,-,1,-,1,-,1,-,-,,3,Phil Foden
22/23,Premier League,Manchester City,2,1,4,1,-,2,1,-,,11,Phil Foden
22/23,FA Cup,Manchester City,1,-,1,-,-,1,-,-,,3,Phil Foden
22/23,Champions League,Manchester City,-,-,-,-,1,-,-,-,,1,Phil Foden
21/22,Premier League,Manchester City,1,2,1,-,1,2,2,-,,9,Phil Foden
21/22,Champions League,Manchester City,1,-,1,-,1,-,-,-,,3,Phil Foden
21/22,FA Cup,Manchester City,-,-,-,-,-,1,-,-,,1,Phil Foden
21/22,EFL Cup,Manchester City,-,-,-,1,-,-,-,-,,1,Phil Foden
20/21,Premier League,Manchester City,-,2,3,-,3,-,1,-,,9,Phil Foden
20/21,Champions League,Manchester City,-,-,1,-,-,1,1,-,,3,Phil Foden
20/21,FA Cup,Manchester City,-,-,1,-,-,-,1,-,,2,Phil Foden
20/21,EFL Cup,Manchester City,-,-,-,-,1,1,-,-,,2,Phil Foden
19/20,Premier League,Manchester City,-,1,1,-,-,2,-,1,,5,Phil Foden
19/20,FA Cup,Manchester City,-,-,-,-,-,-,1,-,,1,Phil Foden
19/20,Champions League,Manchester City,-,-,-,-,-,-,1,1,,2,Phil Foden
18/19,Premier League,Manchester City,1,-,-,-,-,-,-,-,,1,Phil Foden
18/19,Champions League,Manchester City,-,-,-,-,-,-,1,-,,1,Phil Foden
18/19,FA Cup,Manchester City,-,-,1,-,-,1,1,-,,3,Phil Foden
18/19,EFL Cup,Manchester City,-,-,-,-,-,1,-,1,,2,Phil Foden
17/18,Premier League 2,Manchester City U23,1,-,1,-,2,-,1,1,,6,Phil Foden
17/18,UEFA Youth League,Manchester City UEFA U19,-,-,-,-,1,-,-,-,,1,Phil Foden
16/17,FA Youth Cup,Manchester City U18,-,2,-,-,-,1,-,-,,3,Phil Foden
16/17,U18 Premier League,Manchester City U18,1,3,2,-,-,1,3,1,,11,Phil Foden
23/24,Europa League,Villarreal CF,-,-,1,-,-,-,-,-,-,1,Gerard Moreno
23/24,LaLiga,Villarreal CF,-,3,-,1,-,2,1,1,-,8,Gerard Moreno
22/23,LaLiga,Villarreal CF,1,2,-,-,-,1,1,2,-,7,Gerard Moreno
22/23,Copa del Rey,Villarreal CF,-,-,1,-,-,1,1,-,-,3,Gerard Moreno
22/23,UECL Qualifiers,Villarreal CF,-,-,-,1,-,-,-,-,-,1,Gerard Moreno
21/22,LaLiga,Villarreal CF,1,1,3,-,1,1,2,-,-,9,Gerard Moreno
21/22,Champions League,Villarreal CF,-,1,-,-,-,-,1,-,-,2,Gerard Moreno
21/22,Copa del Rey,Villarreal CF,-,-,-,-,-,1,-,-,-,1,Gerard Moreno
21/22,UEFA Super Cup,Villarreal CF,-,-,-,-,-,1,-,-,-,1,Gerard Moreno
20/21,Europa League,Villarreal CF,1,1,4,-,-,-,1,-,-,7,Gerard Moreno
20/21,LaLiga,Villarreal CF,6,3,3,-,2,6,3,-,-,23,Gerard Moreno
19/20,LaLiga,Villarreal CF,7,2,1,-,1,1,4,2,-,18,Gerard Moreno
19/20,Copa del Rey,Villarreal CF,-,-,-,-,-,1,-,-,1,2,Gerard Moreno
18/19,LaLiga,Villarreal CF,3,-,-,-,1,-,4,-,-,8,Gerard Moreno
18/19,Europa League,Villarreal CF,-,1,-,-,-,2,1,-,-,4,Gerard Moreno
18/19,Copa del Rey,Villarreal CF,-,-,-,-,-,1,-,-,-,1,Gerard Moreno
17/18,LaLiga,RCD Espanyol Barcelona,2,2,2,-,3,3,3,1,-,16,Gerard Moreno
17/18,Copa del Rey,RCD Espanyol Barcelona,-,1,2,-,-,-,-,-,-,3,Gerard Moreno
16/17,LaLiga,RCD Espanyol Barcelona,-,3,-,1,2,4,2,1,-,13,Gerard Moreno
15/16,LaLiga,RCD Espanyol Barcelona,1,-,2,-,3,-,1,-,-,7,Gerard Moreno
14/15,LaLiga,Villarreal CF,-,-,1,-,-,2,3,1,-,7,Gerard Moreno
14/15,Copa del Rey,Villarreal CF,-,2,-,-,-,-,3,-,-,5,Gerard Moreno
14/15,Europa League,Villarreal CF,1,1,1,-,-,-,1,-,-,4,Gerard Moreno
13/14,LaLiga2,RCD Mallorca,1,2,1,-,3,2,2,-,-,11,Gerard Moreno
13/14,Copa del Rey,RCD Mallorca,-,-,-,-,-,-,1,-,-,1,Gerard Moreno
12/13,LaLiga2,Villarreal CF,1,-,-,-,1,-,1,-,-,3,Gerard Moreno
